time,prcp,et,disch,swe,stn_swe,gw,lwe_thickness
2008-01-31,334.10477913508953,4.429900293834336,153.0082250035206,65.74667627730922,11.374193548387092,63.44935483870967,94.10963822369618
2008-02-29,168.82015112381617,6.240034670993446,110.80320576875775,56.77526610366242,20.479310344827585,63.017931034482764,203.11660465066478
2008-03-31,246.50977045490288,18.118176265321818,139.3306724737363,33.60904208694525,21.335483870967746,62.409354838709675,212.5081348068003
2008-04-30,166.70980912586396,29.985872566955486,108.97953209811983,38.354516088970804,21.016666666666666,61.869,153.84723689620537
2008-05-31,140.9204467134544,58.889453531565366,238.13971679329867,23.15986124172846,6.587096774193549,61.614193548387085,97.51434710090203
2008-06-30,87.64599861510736,78.92072526434018,164.49135701753727,6.75510182003317,0.0,61.668,50.89278921698376
2008-07-31,3.8247366326417067,122.11295256989617,62.46583331184987,0.4094039722118426,0.0,62.8316129032258,-73.76031730110601
2008-08-31,71.9159333138198,103.57404082621704,37.56567357814006,0.0032252190340882484,0.0,62.67774193548388,-79.33708991641954
2008-09-30,31.431896145674525,49.32756984327189,32.0896424737246,0.0,0.0,63.11533333333333,-149.09946325952964
2008-10-31,109.38624691459405,11.165170234642012,35.343196544362655,0.0,0.0,62.67709677419356,-140.18518794114547
2008-11-30,246.26382896365868,2.294031092728113,90.51132911815988,0.002348057190726368,0.05333333333333334,62.75,-104.71540320451217
2008-12-31,307.5547864615834,3.483648025953087,88.45819321094173,30.048279820415942,2.87741935483871,62.888709677419364,-34.22315727705912
2009-01-31,235.51850381253342,3.0165345419648406,270.5249547246267,7.961406466599003,8.348387096774196,63.22483870967742,98.8080148792748
2009-02-28,145.43624375710408,4.591779867504872,77.58629248213886,9.201100571796086,8.753571428571428,63.1217857142857,36.17086280350728
2009-03-31,257.4574525457056,21.08327075501106,133.9899138668682,22.45650492089907,15.535483870967742,63.23483870967742,130.61471801464597
2009-04-30,156.29836148475155,30.2575578579555,156.10446216960364,12.129336588586925,13.403333333333332,63.053,98.79170190756365
2009-05-31,168.22238416257363,63.81484826309368,194.04088259287337,3.62175592700075,1.1580645161290324,63.073870967741954,64.57637351219698
2009-06-30,56.48011751036746,88.93382505682848,65.1412227077857,0.24220512245271658,0.0,63.00166666666667,-46.45074378485636
2009-07-31,8.152826031027624,116.85422129672367,33.41531294968831,0.003445120331866993,0.0,64.26645161290321,-83.62386833662944
2009-08-31,13.81310837731012,93.47934877271928,26.392165280731692,0.0,0.0,64.6825806451613,-170.66067237193542
2009-09-30,67.96641541316245,52.32127436746854,25.738849218503162,0.0,0.0,64.68233333333333,-159.7556120508428
2009-10-31,197.19758773101492,13.589958572250962,40.358299138616886,0.0014659131551064406,0.05483870967741936,64.17709677419356,-175.61505500013786
2009-11-30,267.8815647871803,4.908992819566354,97.91724785425039,0.08575421524115917,1.8299999999999994,64.24533333333333,-98.811890965056
2009-12-31,193.1616358590463,2.7246936591713995,111.9655472291643,1.5841741418349096,3.8612903225806448,64.45258064516129,-35.417669748615786
2010-01-31,206.37147693179696,2.1343545242673496,167.7178565886659,2.3066501128777386,4.738709677419355,64.45290322580645,50.43976683383032
2010-02-28,126.96220411646539,6.784866710973876,90.4722503966462,0.08482310807211627,4.989285714285714,64.36892857142858,54.354740308869324
2010-03-31,231.37335773569677,16.388693756694025,112.12587018922042,0.2499166724093903,2.432258064516129,64.04032258064517,41.20219156359478
2010-04-30,203.19095843599789,40.501515970399495,132.97787518151424,1.0281885132969364,1.2100000000000004,63.669,115.50139170353455
2010-05-31,199.9093601206464,65.20244998431804,128.4988524849475,0.05072286480615188,0.0,63.47032258064516,103.28261267607253
2010-06-30,191.94228672656445,87.2496794601231,158.37904416539928,0.002272313410380356,0.0,63.147666666666666,67.89218913977192
2010-07-31,12.87281072911183,120.46042905221475,40.92544160981527,0.0,0.0,63.74741935483871,-59.4469551348205
2010-08-31,1.1219229375029003,102.63404645442435,26.480342908762527,0.0,0.0,64.37516129032257,-140.58479327495053
2010-09-30,108.69656179489733,53.5405456031959,30.87018595879805,0.0,0.0,63.42566666666666,-172.01030421788647
2010-10-31,171.88261990020902,14.413777534145,41.38536810147615,0.0,0.07419354838709677,62.934193548387114,-166.1613668852563
2010-11-30,314.3515345172292,5.396306500145009,113.1278886895709,8.846368079220927,1.1233333333333335,62.80533333333332,-61.337990870427646
2010-12-31,371.0542003299889,3.7770375101935034,258.7011364204908,11.134740378085121,4.638709677419355,62.55935483870966,24.43044077818437
2011-01-31,226.39570621895012,1.7448471383285389,239.31207843870874,5.423641180076482,5.980645161290323,62.35999999999999,40.08905880366608
2011-02-28,177.93283558168497,10.489788481142284,94.69074828312179,6.110432203709333,5.142857142857143,61.620357142857145,55.747676829147785
2011-03-31,313.40678946345497,24.649608346555894,188.30933677086858,10.299194596053628,10.612903225806452,60.97290322580645,196.5776027387862
2011-04-30,297.093659407775,36.96252779977516,207.30760753751392,2.6684507244976956,9.57,60.115333333333325,191.70433905189083
2011-05-31,155.9617765073258,75.17313734749725,152.08636798319813,0.7857463819949844,1.5161290322580647,59.18032258064517,119.23672776882691
2011-06-30,71.22182672542,89.74455406288844,111.8653453791293,0.07395100108011447,0.0,58.752666666666656,64.38264712322658
2011-07-31,45.840094222180305,123.81042898076115,48.427554121939416,0.0008796051911149767,0.0,59.232580645161285,9.52856647762625
2011-08-31,2.131775339748261,108.67400636514,30.765976034761604,0.0,0.0,59.692580645161286,-91.30868393714385
2011-09-30,29.37027975650476,33.092364070618586,27.756914478209065,0.0,0.0,60.16033333333333,-93.58435783321815
2011-10-31,134.10745116512592,13.861026259986337,33.81111025732675,0.00087955744273905,0.0,59.94322580645161,-102.54888001615959
2011-11-30,245.39676761598722,7.652494091388541,78.75564807204786,0.32419212592585706,0.8900000000000001,60.18233333333333,-92.58509043390708
2011-12-31,203.45004866147815,2.857876415499137,104.68087273161619,0.3772664981567269,2.2161290322580642,60.57064516129033,-51.40347911762851
2012-01-31,416.13552970337696,2.629615860584331,291.32685879190296,14.296471483243998,4.796774193548386,60.9083870967742,-10.221867801349923
2012-02-29,211.47388120478297,5.8604139259173715,157.87803491522405,13.918046253146125,7.80344827586207,61.081034482758625,53.118387984383546
2012-03-31,433.85324633067773,13.32166798624563,256.7371801598038,22.572439767023894,12.467741935483874,60.924516129032256,145.38304951255364
2012-04-30,171.94537442980533,20.560492288967115,236.49640645272396,13.078787249607073,12.106666666666667,60.42733333333332,174.61601864759967
2012-05-31,119.00498363480108,74.6885364770852,162.24683557675212,5.058923903523492,0.19677419354838713,59.76806451612902,110.50854500596569
2012-06-30,156.03049077600866,82.05686355019266,93.94925459286242,1.2160374339138555,0.0,59.36666666666667,46.401071364331685
2012-07-31,18.267855609632367,129.3333508434415,47.31531358655035,0.10602245323820475,0.0,60.20290322580646,6.287082758305284
2012-08-31,1.6735405400402537,84.85871230783799,32.421310597340614,0.0033718198992740774,0.0,61.6625806451613,-97.06781927282768
2012-09-30,2.248209972782101,49.20141631180415,29.671771832378855,0.0,0.0,62.16133333333334,-151.0779305153604
2012-10-31,255.63204014773424,7.456699358252984,59.06297848465958,0.0,0.0,61.90870967741937,-91.53197370256143
2012-11-30,304.1032259205122,2.519390532485277,176.36527624669063,0.03569267061595696,0.056666666666666664,61.74800000000002,-31.986016889762446
2012-12-31,345.1309214120348,1.7258156968932479,209.6423106433306,5.713465129841406,2.0903225806451613,61.69161290322581,114.0583701080565
2013-01-31,187.82675080066792,3.7784370195427956,116.55479196076958,2.447769913316923,5.774193548387097,61.176451612903236,175.38261931603
2013-02-28,122.07865127539307,6.4920901120935355,102.35618981080309,0.36620286426592286,8.564285714285713,60.44428571428572,174.1328239089732
2013-03-31,133.41986773935548,15.956019333663626,125.4226556888715,1.0786570667385769,9.222580645161294,59.88774193548387,135.58222070549772
2013-04-30,156.4237853739104,31.802507690870897,155.11246385425662,0.24107834017589563,2.01,59.670333333333346,97.03161750202221
2013-05-31,161.5801491329673,54.59377433760384,97.9473084092609,0.022493026989467476,0.0,59.49612903225807,-10.487006546657845
2013-06-30,72.00348123303823,76.75038954027553,58.29743635039185,0.0,0.0,59.77933333333335,13.85159110863848
2013-07-31,0.06621172926874479,120.94604788175555,34.20490352796449,0.0,0.0,61.28322580645161,-28.191310165178344
2013-08-31,34.153798719498575,109.32605238700475,27.8290598102343,0.0,0.0,61.75000000000001,-53.130320569228694
2013-09-30,254.96447081069545,47.304840461698106,45.88342914954952,0.0,0.0,61.900666666666666,-78.06933097327905
2013-10-31,91.78923176024946,5.649201320914168,68.68836819902644,0.0,0.0032258064516129032,61.98096774193551,-103.00834137732939
2013-11-30,183.27881372912333,2.492156511478568,85.72268270498488,0.8769929432295597,0.13,62.172666666666665,-40.17189625437216
2013-12-31,139.73239826292198,1.988402741576473,105.29210401683002,8.08842957862802,0.4483870967741933,62.41451612903226,29.786943683672384
2014-01-31,175.58183514859752,2.794502684220621,98.73890302453779,1.4245767133370815,0.8064516129032255,62.5707142857143,-38.751204011690184
2014-02-28,338.1521121493182,18.93372171095535,225.66458646393502,28.591306547286607,4.264285714285713,62.53240000000001,62.14722013314411
2014-03-31,354.76269782567306,21.416629299368864,283.3708318991201,8.660449568047575,5.4709677419354845,62.1983870967742,163.0456442779784
2014-04-30,172.59544052836043,40.67544432020215,155.74373550947746,1.1774796810788166,0.8933333333333333,61.48266666666665,109.2243209130053
2014-05-31,143.7568981577336,59.90605810190122,123.0478718430408,0.2083047535903477,0.0,60.99483870967742,89.29809447591347
2014-06-30,89.1035537893403,82.9480998820478,51.05284259285775,0.08013691960608058,0.0,60.81766666666668,8.359171922590273
2014-07-31,32.115815501397236,119.73969878016501,36.475477449758706,0.0039582233600173955,0.0,61.25354838709676,-65.16097844132067
2014-08-31,31.06687919587419,107.38910893124913,28.422254762441796,0.0,0.0,61.836774193548386,-138.68112880523162
2014-09-30,42.28025023830078,57.16394703773378,27.48937553861548,0.0,0.0,62.52499999999999,-209.50961354906516
2014-10-31,233.5734236654709,3.1078673439718467,45.50867423041842,0.00029320173037165897,0.0,62.411935483870984,-104.63789541060882
2014-11-30,260.19735708826283,8.497751816012372,111.78518389910126,14.438998719845237,0.72,62.60666666666668,-109.17932096655326
2014-12-31,305.1425039439541,3.591353525181841,199.43174212475907,9.890165371173936,0.3967741935483871,62.86645161290322,-54.16954558594929
2015-01-31,132.43899218678445,2.1804752857715655,143.19846388508927,1.8666305450527876,1.3193548387096778,62.90806451612903,0.8402297946546843
2015-02-28,154.3973143826447,6.634632420883316,99.1096498696675,0.012412351420594143,0.014285714285714287,62.80357142857143,62.35872555737538
2015-03-31,155.016557052405,8.899527939452625,83.3478988591542,0.014132023832165205,0.0,62.53161290322579,14.79246382814987
2015-04-30,117.90968764657731,31.09986342996083,78.49812931745781,0.0,0.0,62.133,115.2059197074656
2015-05-31,79.53468220183434,57.611155463517285,47.255192476529345,0.0,0.0,61.8190322580645,18.640371078896948
2015-06-30,16.317932948361637,52.37354492218761,31.224900507922126,0.0,0.0,62.103333333333325,-77.9251775496717
2015-07-31,12.382537941673665,113.69360104993466,24.70677016314216,0.0,0.0,62.73225806451613,-174.49072617824035
2015-08-31,36.216476501701976,93.76633442100756,21.284876984445216,0.0,0.0,63.19709677419355,-175.46093750531628
2015-09-30,49.92468907036422,61.08354485766615,22.70974729194362,0.0,0.0,63.43866666666667,-223.2228336089368
2015-10-31,148.875153372919,15.89474684333237,24.794947791173005,0.0,0.0,63.70258064516129,-121.50382557049547
2015-11-30,273.6296017522534,5.638752792565175,102.46641184584163,0.20230912761214598,0.20999999999999996,63.99166666666666,-19.78481753205412
2015-12-31,512.7586207244063,1.7625178896035554,290.6454862116646,1.4821542711210687,3.1225806451612907,64.04241379310346,81.93419050638718
2016-01-31,263.79784454425555,2.346090812858982,176.74604327682388,32.857042898707746,7.803225806451613,64.05580645161292,176.29134189550922
2016-02-29,200.7168448495962,1.7819145369489737,176.20495328663452,9.002022672827259,9.024137931034483,63.7796551724138,185.2124909705405
2016-03-31,286.8316186142299,7.777923426124327,192.0268254071689,1.760252696864164,8.190322580645162,63.190322580645166,246.12878348891783
2016-04-30,115.2455078962567,9.237285078434347,112.00562796917836,0.21836103829893438,1.2166666666666666,62.629999999999995,137.31005824384437
2016-05-31,78.5858048275719,53.885838415596616,66.06307972810814,0.012094571377830933,0.0,62.450967741935486,28.491332998770908
2016-06-30,85.23637547831996,69.95496361552112,42.40542293483295,0.0,0.0,62.84,-11.49758079807119
2016-07-31,18.627066190207962,139.78425167258283,31.469393022007658,0.0,0.0,63.29032258064515,-92.12143499190765
2016-08-31,4.046211207576045,100.90554564158568,24.20676293146726,0.0,0.0,63.85645161290323,-172.74303678209733
2016-09-30,76.73781336947408,56.51784534038021,29.838106903437044,0.0,0.0,64.01566666666665,-110.20708778349214
2016-10-31,407.26080344615957,9.980035742558588,134.03600671788433,0.0,0.0,64.13645161290324,-47.67113878488695
2016-11-30,228.0086834152488,0.3950010030617478,122.49676166784803,0.011816029733977856,0.06333333333333334,64.28466666666667,14.86481021371825
2016-12-31,283.11479049653633,0.1725462486054571,146.9760736314106,29.692854657160822,4.919354838709677,64.23838709677419,161.30349602763698
2017-01-31,155.73279352809308,0.2247681070263174,107.67690804766418,45.969343143789004,11.045161290322582,63.88290322580645,59.34306901161716
2017-02-28,349.532242067241,1.7644023683978842,237.4984249530744,45.32186076282957,15.242857142857142,63.13714285714286,121.61631044213817
2017-03-31,364.6624014387759,9.355504521180945,303.571524866186,33.79380143869512,16.232258064516127,62.158709677419345,183.88955187265918
2017-04-30,209.9379623633959,44.18027644219503,187.3874797505461,14.858580004427598,7.756666666666669,60.88333333333334,155.50286825959725
2017-05-31,119.52906681447905,46.47447802611844,179.82224007289983,4.4858738016186015,0.016129032258064516,60.048709677419346,171.42957564656783
2017-06-30,69.22182389566487,74.51302788632793,76.08326473161308,0.3190542623403234,0.0,59.937666666666665,180.51270570819426
2017-07-31,0.0,122.458723819894,41.24308147442638,0.0067436397985481565,0.0,60.96,158.70751565535713
2017-08-31,4.457698611276286,89.39513061770128,30.16576695305165,0.0,0.0,62.303548387096775,136.90232560252
2017-09-30,119.69519918421227,43.35672101870509,39.552676264335076,0.0,0.0,63.29099999999999,115.09713554968285
2017-10-31,239.97050967516367,12.785805950546987,95.77292826350032,0.006371297438582245,0.0,63.61032258064515,93.29194549684571
2017-11-30,299.7383267684165,0.5802664058188214,171.0245176398225,0.005377808404566843,1.1900000000000002,62.24933333333335,71.48675544400858
2017-12-31,181.88802650233728,0.24177068047383782,115.53273309041208,5.336572351642997,1.925806451612903,62.25580645161289,49.68156539117143
2018-01-31,251.36573103115887,0.3442227306473741,176.986527716908,0.29586491217841915,3.4741935483870967,62.148387096774194,27.8763753383343
2018-02-28,184.61968089123133,5.3380579921882605,114.43051274002654,13.175716624803789,4.082142857142857,61.72892857142857,6.071185285497165
2018-03-31,158.78618430843903,13.871917063993445,112.62687943939567,31.12310530246202,8.364516129032259,61.306666666666665,-15.734004767339968
2018-04-30,213.17745703527478,29.77222602574589,173.6397859257373,12.117507443410698,4.193333333333334,60.84100000000001,-37.5391948201771
2018-05-31,18.57435334966531,53.84079588633267,76.15340602663763,1.7566957463764101,0.0,60.456129032258055,-59.344384873014235
2018-06-30,37.830474808386306,85.18951415696398,36.33319082270895,0.007412575878127215,0.0,61.980666666666664,-81.1495749258514
2018-07-31,0.5170170751911405,107.36045226409735,26.633651739316157,0.0,0.0,61.916774193548385,-130.89182037646728
2018-08-31,9.327343832925553,88.81624599571504,24.76188118066144,0.0,0.0,62.231290322580655,-166.69420027271067
2018-09-30,29.18127954235119,50.92231955692833,24.334019281011773,0.0,0.0,62.95133333333334,-202.4965801689541
2018-10-31,139.4513113942497,9.70663524983705,28.566545426492265,0.0,0.0,62.861290322580636,-238.2989600651975
2018-11-30,197.80031236740334,0.12230104834581457,53.18413594310323,0.0021968326899354292,0.14,63.091,-252.22750250036668
2018-12-31,299.54089095340635,0.14366208880033224,130.0920619005048,0.46258488645510165,1.2741935483870968,63.57387096774195,-116.13407958085492
